Jm^(L),Jm^(M),(k/u)^(L),(k/u)^(M),u^(L)/u^(M),volf,cirtical strain,cirtical wavenumber
0.1000000 ,0.1000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0840000 ,1.7800000 
0.2000000 ,0.2000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0824000 ,1.8300000 
0.3000000 ,0.3000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0819000 ,1.8400000 
0.5000000 ,0.5000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0815000 ,1.8500000 
0.8000000 ,0.8000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0813000 ,1.8600000 
1.0000000 ,1.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0812000 ,1.8600000 
2.0000000 ,2.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0811000 ,1.8700000 
5.0000000 ,5.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0810000 ,1.8700000 
8.0000000 ,8.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0810000 ,1.8700000 
10.0000000 ,10.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0810000 ,1.8700000 
100.0000000 ,100.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0809000 ,1.8700000 
1000.0000000 ,1000.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0400000 ,0.0809000 ,1.8700000 
0.1000000 ,0.1000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0758000 ,1.7600000 
0.2000000 ,0.2000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0744000 ,1.7900000 
0.3000000 ,0.3000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0739000 ,1.8000000 
0.5000000 ,0.5000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0736000 ,1.8100000 
0.8000000 ,0.8000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0734000 ,1.8100000 
1.0000000 ,1.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0733000 ,1.8100000 
2.0000000 ,2.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0732000 ,1.8200000 
5.0000000 ,5.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0731000 ,1.8200000 
8.0000000 ,8.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0731000 ,1.8200000 
10.0000000 ,10.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0731000 ,1.8200000 
100.0000000 ,100.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0731000 ,1.8200000 
1000.0000000 ,1000.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0400000 ,0.0731000 ,1.8200000 
0.1000000 ,0.1000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0692000 ,1.7300000 
0.2000000 ,0.2000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0680000 ,1.7500000 
0.3000000 ,0.3000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0676000 ,1.7600000 
0.5000000 ,0.5000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0673000 ,1.7600000 
0.8000000 ,0.8000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0671000 ,1.7600000 
1.0000000 ,1.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0670000 ,1.7700000 
2.0000000 ,2.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0669000 ,1.7700000 
5.0000000 ,5.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0669000 ,1.7700000 
8.0000000 ,8.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0668000 ,1.7700000 
10.0000000 ,10.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0668000 ,1.7700000 
100.0000000 ,100.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0668000 ,1.7700000 
1000.0000000 ,1000.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0400000 ,0.0668000 ,1.7700000 
0.1000000 ,0.1000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0505000 ,1.5700000 
0.2000000 ,0.2000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0496000 ,1.5700000 
0.3000000 ,0.3000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0493000 ,1.5700000 
0.5000000 ,0.5000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0490000 ,1.5800000 
0.8000000 ,0.8000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0489000 ,1.5800000 
1.0000000 ,1.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0488000 ,1.5800000 
2.0000000 ,2.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0487000 ,1.5800000 
5.0000000 ,5.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0487000 ,1.5800000 
8.0000000 ,8.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0487000 ,1.5800000 
10.0000000 ,10.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0487000 ,1.5800000 
100.0000000 ,100.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0486000 ,1.5800000 
1000.0000000 ,1000.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0400000 ,0.0486000 ,1.5800000 
0.1000000 ,0.1000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0419000 ,1.4400000 
0.2000000 ,0.2000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0407000 ,1.4600000 
0.3000000 ,0.3000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0403000 ,1.4600000 
0.5000000 ,0.5000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0400000 ,1.4600000 
0.8000000 ,0.8000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0399000 ,1.4700000 
1.0000000 ,1.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0398000 ,1.4700000 
2.0000000 ,2.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0397000 ,1.4700000 
5.0000000 ,5.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0396000 ,1.4700000 
8.0000000 ,8.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0396000 ,1.4700000 
10.0000000 ,10.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0396000 ,1.4700000 
100.0000000 ,100.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0396000 ,1.4700000 
1000.0000000 ,1000.0000000 ,5.0000000 ,5.0000000 ,100.0000000 ,0.0400000 ,0.0396000 ,1.4700000 
0.1000000 ,0.1000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0409000 ,1.4200000 
0.2000000 ,0.2000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0395000 ,1.4400000 
0.3000000 ,0.3000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0391000 ,1.4400000 
0.5000000 ,0.5000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0388000 ,1.4500000 
0.8000000 ,0.8000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4500000 
1.0000000 ,1.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4500000 
2.0000000 ,2.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0384000 ,1.4500000 
5.0000000 ,5.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0384000 ,1.4600000 
8.0000000 ,8.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0384000 ,1.4500000 
10.0000000 ,10.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0384000 ,1.4600000 
100.0000000 ,100.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0383000 ,1.4600000 
1000.0000000 ,1000.0000000 ,10.0000000 ,10.0000000 ,100.0000000 ,0.0400000 ,0.0383000 ,1.4600000 
0.1000000 ,0.1000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0404000 ,1.4000000 
0.2000000 ,0.2000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0388000 ,1.4300000 
0.3000000 ,0.3000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0384000 ,1.4300000 
0.5000000 ,0.5000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0380000 ,1.4400000 
0.8000000 ,0.8000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0378000 ,1.4400000 
1.0000000 ,1.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0378000 ,1.4500000 
2.0000000 ,2.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0376000 ,1.4500000 
5.0000000 ,5.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0376000 ,1.4500000 
8.0000000 ,8.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0376000 ,1.4500000 
10.0000000 ,10.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4500000 
100.0000000 ,100.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4500000 
1000.0000000 ,1000.0000000 ,30.0000000 ,30.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4500000 
0.1000000 ,0.1000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0403000 ,1.4000000 
0.2000000 ,0.2000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4200000 
0.3000000 ,0.3000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0382000 ,1.4300000 
0.5000000 ,0.5000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0378000 ,1.4400000 
0.8000000 ,0.8000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0376000 ,1.4400000 
1.0000000 ,1.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4400000 
2.0000000 ,2.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0374000 ,1.4500000 
5.0000000 ,5.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
8.0000000 ,8.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
10.0000000 ,10.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
100.0000000 ,100.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
1000.0000000 ,1000.0000000 ,90.0000000 ,90.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
0.1000000 ,0.1000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0403000 ,1.3900000 
0.2000000 ,0.2000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4200000 
0.3000000 ,0.3000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0381000 ,1.4300000 
0.5000000 ,0.5000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0378000 ,1.4400000 
0.8000000 ,0.8000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0376000 ,1.4400000 
1.0000000 ,1.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4400000 
2.0000000 ,2.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0374000 ,1.4400000 
5.0000000 ,5.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
8.0000000 ,8.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
10.0000000 ,10.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
100.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
1000.0000000 ,1000.0000000 ,100.0000000 ,100.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4500000 
0.1000000 ,0.1000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0403000 ,1.3900000 
0.2000000 ,0.2000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4200000 
0.3000000 ,0.3000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0381000 ,1.4300000 
0.5000000 ,0.5000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0377000 ,1.4400000 
0.8000000 ,0.8000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4400000 
1.0000000 ,1.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0374000 ,1.4400000 
2.0000000 ,2.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4400000 
5.0000000 ,5.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
8.0000000 ,8.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
10.0000000 ,10.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
100.0000000 ,100.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
1000.0000000 ,1000.0000000 ,300.0000000 ,300.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
0.1000000 ,0.1000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0403000 ,1.3900000 
0.2000000 ,0.2000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4200000 
0.3000000 ,0.3000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0381000 ,1.4300000 
0.5000000 ,0.5000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0377000 ,1.4400000 
0.8000000 ,0.8000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4400000 
1.0000000 ,1.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0374000 ,1.4400000 
2.0000000 ,2.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4400000 
5.0000000 ,5.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
8.0000000 ,8.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
10.0000000 ,10.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
100.0000000 ,100.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
1000.0000000 ,1000.0000000 ,500.0000000 ,500.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
0.1000000 ,0.1000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0403000 ,1.3900000 
0.2000000 ,0.2000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0386000 ,1.4200000 
0.3000000 ,0.3000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0381000 ,1.4300000 
0.5000000 ,0.5000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0377000 ,1.4400000 
0.8000000 ,0.8000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0375000 ,1.4400000 
1.0000000 ,1.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0374000 ,1.4400000 
2.0000000 ,2.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0373000 ,1.4400000 
5.0000000 ,5.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4400000 
8.0000000 ,8.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
10.0000000 ,10.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
100.0000000 ,100.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
1000.0000000 ,1000.0000000 ,1000.0000000 ,1000.0000000 ,100.0000000 ,0.0400000 ,0.0372000 ,1.4500000 
0.1000000 ,0.1000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0838000 ,1.1800000 
0.2000000 ,0.2000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0823000 ,1.2100000 
1.0000000 ,1.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0811000 ,1.2300000 
10.0000000 ,10.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0809000 ,1.2400000 
100.0000000 ,100.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0809000 ,1.2400000 
1000.0000000 ,1000.0000000 ,0.0100000 ,0.0100000 ,100.0000000 ,0.0600000 ,0.0809000 ,1.2400000 
0.1000000 ,0.1000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0756000 ,1.1600000 
0.2000000 ,0.2000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0742000 ,1.1800000 
1.0000000 ,1.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0732000 ,1.2000000 
10.0000000 ,10.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0730000 ,1.2000000 
100.0000000 ,100.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0730000 ,1.2000000 
1000.0000000 ,1000.0000000 ,0.1000000 ,0.1000000 ,100.0000000 ,0.0600000 ,0.0730000 ,1.2000000 
0.1000000 ,0.1000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0691000 ,1.1400000 
0.2000000 ,0.2000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0678000 ,1.1600000 
1.0000000 ,1.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0669000 ,1.1700000 
10.0000000 ,10.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0667000 ,1.1700000 
100.0000000 ,100.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0667000 ,1.1700000 
1000.0000000 ,1000.0000000 ,0.2000000 ,0.2000000 ,100.0000000 ,0.0600000 ,0.0667000 ,1.1700000 
0.1000000 ,0.1000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0502000 ,1.0100000 
0.2000000 ,0.2000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0493000 ,1.0200000 
1.0000000 ,1.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0486000 ,1.0300000 
10.0000000 ,10.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0484000 ,1.0300000 
100.0000000 ,100.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0484000 ,1.0300000 
1000.0000000 ,1000.0000000 ,1.0000000 ,1.0000000 ,100.0000000 ,0.0600000 ,0.0484000 ,1.0300000 
